type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
vente,Maison,299900.0,226.0,6.0,,Féchain,59247,Maison À Vendre. EXCLUSIVITÉ ORPI CAMBRAI – Maison familiale aux beaux volumes – Féchain,orpi
vente,Maison,299500.0,130.0,5.0,4.0,Annonay,7100,Vente jolie maison sans travaux dans un lotissement avec jardin arboré de 750 m* 4 chambres équipées de placards une salle d'eau chambre parentale Baies vitrées 2 séjours double vitrage dans chaque...,pap
vente,Maison,290000.0,90.0,4.0,3.0,Hauterives,26390,"Au cœur de la Drôme des Collines, réputée pour son environnement verdoyant et son ambiance paisible. Dans un village connu pour son célèbre Palais Idéal du Facteur Cheval, qui participe à son...",pap
vente,Maison,286800.0,115.0,5.0,,Pompignan,82170,"Maison À Vendre. Charmante maison familiale, offrant 115 m² et un agencement fonctionnel, idéale pour une vie au calme. Située dans un secteur résidentiel agréable de Pompignan, cette propriété en bon état séduit par sa belle rénovation récente et ses prestations soignées.",orpi
vente,Maison,286200.0,72.0,4.0,,Osny,95520,"Maison À Vendre. À vendre – Beau pavillon surélevé avec sous-sol total, idéalement situé",orpi
vente,Maison,285000.0,255.0,9.0,4.0,Creysse,24100,"Maison atypique 200 m² avec gîte indépendant 55m2 et piscine couverte – Creysse, proche BERGERAC Prix ajusté suite projet de départ à l’étranger – Prestations haut de gamme.  Très belle opportunité...",pap
vente,Maison,285000.0,120.0,5.0,4.0,Penmarch,29760,"Cette maison de 120 m² est située dans une impasse calme à Penmarch (29760), sur un terrain de 1 343 m² entièrement clos.  Elle offre des espaces de vie lumineux et pratiques.  Au rez-de-chaussée, on...",pap
vente,Maison,284850.0,112.0,4.0,,Rochefort,17300,"Maison Rochefort 150m2 au sol. A deux pas des commerces, maison à étages comprenant une entrée, une pièce de vie avec un poêle à bois, une cuisine semi ouverte, une buanderie, une salle d'eau et un WC.",orpi
vente,Maison,275000.0,77.0,4.0,,Saint,40230,"Coup de Cœur : Votre futur cocon clé en main!. Vous cherchez le compromis parfait entre l’appartement et la maison individuelle ? Ne cherchez plus ! Découvrez ce superbe duplex de 77 m²en pleine propriété entièrement rénové avec goût, où il n'y a plus qu'à poser vos valises.",orpi
vente,Maison,272190.0,156.0,5.0,,Fay,80200,"Maison À Vendre. En exclusivité dans votre agence Orpi Péronne, découvrez cette charmante maison vivable de plain-pied idéalement située proche de la gare TGV.",orpi
vente,Maison,263000.0,130.0,5.0,3.0,Trinité-de-thouberville,27310,"Nous vous proposons à la vente une jolie maison traditionnelle de 1985 tout électrique, d'une superficie de 130 m², **en très bon état**.  Elle se compose : Au rez-de-chaussée :         Entrée avec...",pap
vente,Maison,250000.0,93.0,5.0,3.0,Mulhouse,68100,"Pour des raisons professionnelles nous vendons notre maison,  parfaitement entretenue, habitable immédiatement, offrant un confort rare et un grand jardin arboré de 659 m², avec gazon et arbres...",pap
vente,Maison,250000.0,70.0,4.0,,Groslay,95410,"À vendre – Maison indépendante proche gare – Accès rapide Paris. Maison située sur la commune de Groslay, à proximité de la gare permettant de rejoindre Paris Gare du Nord en moins de 12 minutes, découvrez cette charmante maison indépendante.",orpi
vente,Maison,240000.0,167.0,7.0,5.0,Déols,36130,"Unique dans la région ! Maison familiale d’exception, piscinable, 5 chambres, tout confort, clim, hammam, solarium...   ! VIDE ou MEUBLÉE .  Idéalement située, proche tous commerces : pharmacie,...",pap
vente,Maison,239000.0,90.0,5.0,,Gandrange,57175,"Maison À Vendre. Située sur la commune de Gandrange, dans une impasse calme et agréable, cette maison individuelle bénéficie d’un environnement recherché à proximité immédiate des axes autoroutiers et de toutes les commodités.",orpi
vente,Maison,239000.0,65.0,4.0,,Vaujours,93410,"Il est composé d'un séjour, cuisine indépendante, 3 chambres, dressing, salle de bains et wc.",orpi
vente,Maison,235000.0,90.0,3.0,,Pierrelatte,26700,"Maison À Vendre. En exclusivité à PIERRELATTE, dans quartier calme et recherché !",orpi
vente,Maison,234300.0,102.0,4.0,,Cholet,49300,"Au calme dans un square. Maison charmante de 102 m² en vente, idéalement située à Cholet, proche d'une école et des transports en commun . En bon état, elle propose 3 chambres confortables, un séjour lumineux et des combles aménageables pour plus d'espace ️. Le jardin convivial et la terrasse offrent un cadre extérieur agréable pour les repas et la détente ️.",orpi
vente,Maison,232900.0,105.0,3.0,,Tourcoing,59200,"Jolie maison en bon état au calme limite Neuville en Ferrain. Orpi vous propose à la vente cette charmante maison mitoyenne de 105 m², idéalement située à Tourcoing en bordure de Neuville-en-Ferrain. Ce bien bénéficie d'un emplacement privilégié à proximité immédiate des écoles, des commerces et du Centre Hospitalier Dron.",orpi
vente,Maison,230000.0,120.0,4.0,,La Neuville,8310,"Venez découvrir cette charmante maison ancienne lumineuse et bien agencée , à rénover , d'une surface habitable d'environ 120 m2 , 3 chambres , offrant un cadre de vie agréable et fonctionnel.",orpi
vente,Maison,199395.0,105.0,5.0,,Muzillac,56190,EXCLUSIVITÉ ORPI : Muzillac CENTRE Maison à rénover. EXCLUSIVITÉ ORPI : TOUT À PIED AU CŒUR DE MUZILLAC !,orpi
vente,Maison,195000.0,167.0,8.0,,Monviel,47290,,entreparticuliers
vente,Maison,192000.0,101.0,4.0,,Carcassonne,11000,"CARCASSONNE quartier Saint George. L’agence Orpi Sibragence Carcassonne vous propose à la vente cette agréable maison familiale d’environ 100 m² habitables, idéalement située dans un quartier recherché, à proximité immédiate des commodités.",orpi
vente,Maison,188000.0,74.0,3.0,,Le Portel,62480,"Stationnement privatif : La maison dispose d'un garage fermé ainsi que de deux places de parking dédiées, garantissant un confort quotidien très appréciable.",orpi
vente,Maison,175000.0,50.0,3.0,2.0,Calvisson,30420,"Maison 3 pièces  50 m²  Terrasse  2 piscines disponibles dans la résidence ( 1 piscine chauffée toute l'année, 1 grande piscine qui n'est pas chauffée avec toboggan.  Cette maison se trouve Route...",pap
vente,Maison,166600.0,90.0,3.0,,Boulogne,62200,"Maison À Vendre. Boulogne Sur Mer maison à vendre. Maison située proche de toutes commodités. Celle-ci comprend une agréable pièce de vie avec une cuisine ouverte, une salle de bain en RDC et un cellier. A l'étage 2 chambre et un coin rangement. ( Faible taxe foncière 480 Euros - Belle piéce de vie 35m2 - Jardin - Secteur calme ) Mickaël Fournier - Agent Commercial -EI- Numéro RSAC: 533110763. TELEPHONE 0632650671",orpi
vente,Maison,164800.0,57.0,3.0,,Breuillet,17920,"BREUILLET, maison de plain pied + jardin. Breuillet, dans un cadre verdoyant, maison de plain pied d'environ 57 m² offrant ; entrée, pièce de vie avec cheminée insert, véranda, cuisine indépendante, chambre, wc indépendant, salle d'eau. Une dépendance non attenante de 8 m² peut faire office de 2ème chambre. Le tout sur un terrain de 533 m² clos, paysagé et classé en zone naturelle.",orpi
vente,Maison,141700.0,109.0,6.0,,Épinal,88000,"A Epinal, secteur calme, cette charmante maison individuelle de 109 m², offrant un cadre de vie chaleureux et plein de potentiel.",orpi
vente,Maison,141300.0,116.0,3.0,,La Lande,61210,"Maison À Vendre à la campagne. Cette maison de campagne située sur la commune de la Lande de Lougé est composée comme suit : Entrée sur salle à manger, bureau, cuisine, buanderie, chambre avec salle de bains et dressing au rez-de-chaussée. A l'étage, une chambre avec une salle d'eau.",orpi
vente,Maison,138450.0,85.0,3.0,,Saint,41110,,orpi
vente,Appartement,1295000.0,80.0,1.0,1.0,Paris,75004,"Situé au cœur de l'Île Saint-Louis, dans l'un des emplacements les plus prestigieux et recherchés de Paris, ce bien rare à la vente offre un équilibre parfait entre le charme de l'ancien et une...",pap
vente,Appartement,1195000.0,110.0,5.0,3.0,Paris,75010,"Situé au cœur du quartier des Grands Boulevards, du Faubourg Saint-Denis et de ses commerces, l’appartement se trouve à 3 minutes à pied des métros Bonne Nouvelle et Strasbourg Saint-Denis (lignes...",pap
vente,Appartement,1145000.0,98.8,4.0,2.0,Paris,75012,"**Paris 12e Succession :  Appartement Traversant Surfaces Totales Confondues Exploitable = 215,80 m2 **:  1er étage en Rez-de-Jardin Traversant : - Belle terrasse privative exposant Nord (17,6 m2) -...",pap
vente,Appartement,1095000.0,174.0,6.0,4.0,Vincennes,94300,"Superbe duplex de 110 m² loi Carrez et de 174m² de surface au sol, au 4ᵉ et dernier étage à Vincennes à 150 mètres du métro St-Mandé (ligne 1) et à 10 min du RER A. Au 1ᵉʳ niveau : cuisine aménagée...",pap
vente,Appartement,1020000.0,61.0,3.0,2.0,Paris,75006,"Paris 6ᵉ – Jardin du Luxembourg. entièrement rénové par architecte.  À deux pas de l'École Alsacienne, des commerces et des transports.  Immeuble ancien de standing avec ascenseur, en très bon état,...",pap
vente,Appartement,995000.0,83.0,3.0,2.0,Paris,75016,"Idéalement situé entre la place Victor Hugo et la place du Trocadéro, appartement climatisé (climatisation réversible) de 3 pièces en parfait état d'une surface de 83 m² avec balcon/terrasse aménagé...",pap
vente,Appartement,980000.0,65.0,3.0,1.0,Paris,75006,"Paris 6ème, quartier Vavin. Appartement de 3 pièces de 65 m² **rénové**, dans bel immeuble rue de la grande chaumière, à proximité des lycées prestigieux. Plan agréable. **Sans vis-à-vis**, au 3ème...",pap
vente,Appartement,960000.0,108.0,4.0,3.0,Saint-mandé,94160,"Dans une petite copropriété ancienne, au 5ᵉ et dernier étage, bel appartement traversant de 108 m² exposé plein sud. Aucun vis-à-vis, vue unique, complètement dégagée. Situé dans un environnement...",pap
vente,Appartement,929000.0,109.0,3.0,2.0,Paris,75020,"**Au pied du métro Buzenval, bel appartement rénové situé au troisième étage (sans ascenseur).**  D'une superficie de  109 m², il comprend une vaste et lumineuse pièce de vie, sur parquet et ...",pap
vente,Appartement,925000.0,84.0,3.0,,Megève,74120,,entreparticuliers
vente,Appartement,850000.0,118.93,6.0,4.0,Maisons-alfort,94700,"Quartier école vétérinaire.  Au deuxième étage avec ascenseur d'un immeuble livré en 2018, appartement de 118.93 m² (loi Carrez) en parfait état.  Cet appartement de charme et lumineux, calme...",pap
vente,Appartement,830000.0,105.05,4.0,3.0,Montreuil,93100,"Bel appartement de 105 m² – 1er occupant – Livraison novembre 2022.  Dans une petite copropriété composée de 9 lots, avec un seul étage et dans un environnement très silencieux, appartement en très...",pap
vente,Appartement,815000.0,73.0,3.0,2.0,Paris,75011,"**Sous offre**  À deux pas du très recherché Village Faidherbe, appartement de 3/4 pièces d’une surface habitable de 73m2, occupant tout le 4eme étage d’un immeuble de 6 étages en pierre de taille...",pap
vente,Appartement,795000.0,94.0,4.0,3.0,Paris,75020,"Nous vendons notre appartement de 4 pièces situé à Porte de Bagnolet. L'appartement en parfait état est constitué de 3 chambres (10-12-14m2), 1 salle d'eau et 1 salle de bain et se trouve dans une...",pap
vente,Appartement,780000.0,75.0,3.0,2.0,Paris,75017,"Paris 17e - Quartier Legendre -La Fourche (Epinettes).  Appartement rue Lengendre, entre avenue de Clichy et de St-Ouen, métro Guy-Môquet / La Fourche / Brochant, proche tous commerces, au 1er étage...",pap
vente,Appartement,740000.0,76.17,3.0,2.0,Paris,75008,"Situé au cœur de l'un des quartiers les plus recherchés de la capitale, à deux pas de la majestueuse Cathédrale Saint-Alexandre-Nevsky (Église Russe), découvrez un appartement qui conjugue adresse de...",pap
vente,Appartement,660000.0,43.0,2.0,1.0,Paris,75004,"À quelques pas des stations Saint-Paul  et Pont Marie station, face au prestigieux Hôtel de Sens, remarquable hôtel particulier du XVe siècle classé monument historique, ce charmant appartement...",pap
vente,Appartement,650000.0,27.0,1.0,,Paris,75001,,entreparticuliers
vente,Appartement,630000.0,230.0,4.0,3.0,Possession,97419,"Le lot comprend un appartement et un local commercial d'une superficie totale de 230 m² sur un terrain de 530 m² chacun pourvu de parking :  Lot 1 : local commercial comprenant : un accueil, deux...",pap
vente,Appartement,610000.0,74.0,4.0,2.0,Paris,75018,"Appartement de 74 m² dans le 18ᵉ arrondissement de Paris, dans le quartier de Château Rouge. Cet appartement est très lumineux. Il dispose d'une triple exposition. En plein cœur du 18ᵉ arrondissement...",pap
vente,Appartement,595000.0,108.0,6.0,,Antony,92160,"Appartement À Vendre REZ DE JARDIN. Orpi vous propose en EXCUSIVITE , à 800 m du RER Antony centre, 5' des commerces, au calme total, dans une petite résidence de 1989 en pierre de taille, un agréable rez-de-jardin de 108.28 m² , avec la jouissance de deux très beaux extérieurs , comprenant :",orpi
vente,Appartement,595000.0,96.35,4.0,3.0,Versailles,78000,"Dernier étage – Vue exceptionnelle sur le Château de Versailles - 4 expositions  Découvrez un appartement charmant situé dans le quartier très recherché de Versailles, de Clagny-Glatigny, à 10 min à...",pap
vente,Appartement,570000.0,36.0,2.0,1.0,Paris,75003,"Deux pièces très lumineux exposé plein sud, rénové avec architecte au dernier étage – Marais Enfants-Rouges  Au cœur du Marais, secteur Enfants-Rouges / Arts et Métiers, à deux pas de la rue de...",pap
vente,Appartement,550000.0,43.0,2.0,1.0,Paris,75002,"Au cœur du quartier Montorgueil, dans une rue piétonne, Charmant appartement de 43 m² situé au 2ᵉ étage sans ascenseur d'un immeuble du XVIIIᵉ siècle de 4 étages.  L'appartement offre de belles...",pap
vente,Appartement,539000.0,50.0,3.0,2.0,Paris,75018,"Particuliers exclusivement. Pas de démarchage pro.  Appartement de 50 m², au rez-de-chaussée, dans une charmante impasse privative, arborée et fleurie au calme absolu. À une rue des Batignolles.",pap
vente,Appartement,499000.0,41.0,2.0,1.0,Paris,75017,Appartement 2 pièces de standing – Rue de Chazelles.  Découvrez cet appartement de 2 pièces situé au 6ème étage (avec deux ascenseurs modernes) d'un bel immeuble de standing avec gardien. Rénové en...,pap
vente,Appartement,470000.0,67.0,3.0,2.0,Meudon,92190,"Dans un immeuble récent (2002), appartement situé aux Montalets à Meudon sur Seine dans un secteur calme et recherché proche d'Issy-les-Moulineaux. Etage 3/5 avec ascenseur, exposé Ouest. ...",pap
vente,Appartement,469000.0,37.0,2.0,1.0,Paris,75002,"Offrez-vous une adresse prestigieuse au cœur du 2eme arrondissement- Rue St-Fiacre. Architecture du milieu du XIXème, cet immeuble idéalement situé dans le très recherché quartier du Sentier abrite...",pap
vente,Appartement,430000.0,31.27,2.0,1.0,Paris,75008,"Appartement Charmant de 2 Pièces à Paris 8ème arrondissement. Proche du Palais de l'Élysée.  Vous rêvez de vivre au cœur de la Ville Lumière, dans un quartier prisé et chargé d'histoire ? Cet...",pap
vente,Appartement,420000.0,55.32,3.0,2.0,Villeneuve-loubet,6270,"**Villeneuve-Loubet – Marina Baie des Anges. 3 pièces – Vue port et mer – Terrasse**  Situé au cœur de la Marina Baie des Anges, résidence emblématique classée au patrimoine architectural du XXᵉ...",pap
vente,Appartement,420000.0,32.0,2.0,1.0,Paris,75017,"Appartement 2 pièces très clair, quartier des Ternes, nombreux commerces, proche écoles. Ascenseur et tapis dans les escaliers, cave. Cuisine équipée, salle de bain avec toilette. Chauffage...",pap
vente,Appartement,415000.0,41.0,2.0,1.0,Paris,75018,"PARIS 18ᵉ – Boulevard Ney  Dernier étage avec ascenseur.  À Paris, sur le Boulevard Ney, au 6ᵉ et dernier étage avec ascenseur, découvrez ce 2 pièces de 41 m², entièrement repensé et rénové avec des...",pap
vente,Appartement,399000.0,78.0,4.0,,Rennes,35000,,entreparticuliers
vente,Appartement,385000.0,42.0,2.0,1.0,Boulogne-billancourt,92100,"Appartement Boulogne-Billancourt – 2 pièces – 42 m² – Balcon 7 m² – Parking - Lumineux & Calme – Face à l'Île Seguin  Situé dans le très recherché quartier Rives de Seine, au pied des berges et face...",pap
vente,Appartement,380000.0,82.0,4.0,,La Teste,33260,"Appartement 3 chambres entièrement rénové – La Teste-de-Buch. À découvrir sans tarder à La Teste-de-Buch : charmant appartement 3 chambres situé dans une maison divisée en seulement trois logements, offrant un cadre de vie intimiste et agréable.",orpi
vente,Appartement,380000.0,66.0,3.0,,Aix-en-provence,13080,,entreparticuliers
vente,Appartement,380000.0,38.0,2.0,1.0,Paris,75011,Beau 2 pièces idéalement situé à proximité du Père Lachaise avec ses commerces et sa vie de quartier. Au sein d'une jolie Copropriété au 4ᵉ étage sans ascenseur. Cet appartement très lumineux est...,pap
vente,Appartement,378000.0,61.0,2.0,,Saint,17410,"Dans un immeuble de 1750, au premier étage, bel appartement avec parquet, poutres apparentes, grande chambre + petite chambre/bureau, ainsi qu’une buanderie.",orpi
vente,Appartement,367500.0,46.0,2.0,,Saint,17410,"Appartement À Vendre. Découvrez ce superbe T2 entièrement rénové en 2025, situé au premier et dernier étage d’une résidence recherchée, à deux pas du port, des commerces et de toutes les commodités.",orpi
vente,Appartement,342000.0,36.36,2.0,1.0,Paris,75019,"Deux pièces, situé rue de Nantes à 60 m du canal de l’Ourcq, très calme, se trouve sur l’arrière au 1er étage. Avec une façade de type haussmannien, l’immeuble a fait l’objet de nombreux travaux de...",pap
vente,Appartement,339000.0,92.0,5.0,,Chennevières-sur-marne,94430,,entreparticuliers
vente,Appartement,329000.0,33.04,2.0,1.0,Paris,75017,"Agences &  autres professionnels de l'immobilier merci de vous abstenir de me contacter car aucune réponse ne vous sera donnée !*  Quartier des Epinettes.  Appartement 2 pièces, 33.04 m²entièrement...",pap
vente,Appartement,325000.0,45.31,3.0,2.0,Fontenay-sous-bois,94120,"T3 Fontenay sous Bois Village – 1mn RER A Fontenay sous Bois -3mn bois de Vincennes, Cave et Jardin Cet appartement de 45 m² traversant très lumineux est situé Rue Pierre Sémard au 2eme étage d'un...",pap
vente,Appartement,300000.0,68.0,3.0,,Mittelhausbergen,67206,,entreparticuliers
vente,Appartement,299000.0,102.0,5.0,4.0,Villeneuve-la-garenne,92390,"**Bel appartement familial, traversant et lumineux de 102m² (Carrez) + 11m² de balcon** 4ᵉ étage/6  avec ascenseur. Au cœur de Villeneuve.  **5/6 pièces modulable**, composé comme suit : -	salon...",pap
vente,Appartement,299000.0,29.0,2.0,1.0,Paris,75012,"Confortable studio **vendu studio meublé**, refait à neuf par un architecte décorateur de 29 m2, très calme, lumineux, au deuxième étage avec ascenseur, vue dégagée, immeuble de bon standing situé...",pap
vente,Appartement,298000.0,71.0,4.0,3.0,Lyon,69008,"T4 lumineux 71 m² rénové – 3 chambres – loggia – garage box – résidence récente avec ascenseur – rue calme – Lyon 8ᵉ  Situé dans une résidence récente et sécurisée de 2006 avec ascenseur, cet...",pap
vente,Appartement,298000.0,31.0,2.0,1.0,Paris,75012,"Au 4ème étage d'un bel immeuble ancien, l'Adresse Wattignies vous propose cet appartement de type 2 pièces.   En double exposition EST/OUEST, cet appartement d'une superficie de 31 M² sans perte de...",pap
vente,Appartement,296400.0,44.0,2.0,,Vanves,92170,"2/3 pièces en dernier étage dans une rue calme du centre ville !. VANVES GARE. 4 minutes GARE (5 minutes de Montparnasse) / 11 minutes MÉTRO 13. Dans une rue pavillonnaire calme à deux pas du centre ville, au 5ème et dernier étage sans ascenseur d'une copropriété 1930, 2/3 pièces de 44,21 m² comprenant : une salle à manger/cuisine de 14,63 m², un séjour de 13,50 m² donnant sur un petit balcon, une chambre et une salle d'eau avec WC.",orpi
vente,Appartement,290000.0,27.17,1.0,1.0,Paris,75012,"Élégant studio de 27,17 m² (loi Carrez), prolongé par un grand balcon de 4,65 m² exposé ouest, situé au 6ᵉ étage d'un immeuble de standing construit en 1974.  Pièce de vie lumineuse avec parquet,...",pap
vente,Appartement,289000.0,75.0,4.0,,Thionville,57100,"Appartement À Vendre. Situé dans un environnement calme et résidentiel à proximité immédiate du centre-ville de Thionville, cet appartement de 75 m² saura séduire par ses volumes, sa luminosité et la qualité de sa rénovation.",orpi
vente,Appartement,288750.0,80.0,4.0,,Le Plessis-robinson,92350,,entreparticuliers
vente,Appartement,279500.0,85.0,4.0,,La Penne,13821,,orpi
vente,Appartement,279000.0,76.0,4.0,2.0,Vitry-sur-seine,94400,Beau 4 pièces avec ascenseur dans une résidence prisée à l'entrée du parc des lilas.  5ᵉ et dernier étage d'une résidence bien entretenue avec jeux pour enfants et espaces verts. Aucun travaux à...,pap
vente,Appartement,275000.0,24.42,2.0,1.0,Paris,75019,"**Studio Parisien vendu meublé**, en rez-de-chaussée avec entrée indépendante côté rue. Cave saine comprise dans le lot. Proche transport, métro ligne 11 et bus 26. À 100 mètres du parc des...",pap
vente,Appartement,260000.0,36.67,1.0,,Paris,75013,"Beau studio spacieux, très lumineux, orientation nord-ouest, vue dégagée, bon état, 37 m², 8ᵉ étage sur 29 desservi par 2 ascenseurs, une cave. Pièce de vie équipée d’armoires et de couchage...",pap
vente,Appartement,259000.0,54.0,2.0,,Marseille,13001,,entreparticuliers
vente,Appartement,255000.0,74.0,3.0,2.0,Saint-denis,97400,"Vous cherchez un appartement unique à Saint-Denis ? Laissez-vous séduire par ce T3 en duplex, situé au dernier étage d’une résidence calme et sécurisée du Bas de la Rivière. Ici, la vie se prolonge à...",pap
vente,Appartement,250000.0,62.0,3.0,2.0,Vitry-sur-seine,94400,"**Très beau 3 pièces, 62 m²**. 600 m commodités et RER Vitry 8 min, bus direct Bibliothèque François Mitterrand. Nouvelle résidence arborée (2006)  en bords de Seine avec vue sur Seine.  Ensoleillé.",pap
vente,Appartement,250000.0,24.5,1.0,,Paris,75012,"Si vous cherchez un dernier étage avec un ascenseur et de nombreuses fenêtres, ce bien peut vous combler.  Studio au septième et dernier étage d'un bel immeuble parisien bien entretenu avec beaucoup...",pap
vente,Appartement,249000.0,53.0,3.0,,Lognes,77185,"Cette belle construction de 2013 se trouve au sein d'une résidence sécurisée avec ascenseur. Situé au deuxième étage, cet appartement vous séduira par sa luminosité et son excellent agencement. Aucun travaux à prévoir.",orpi
vente,Appartement,249000.0,52.0,3.0,,Marseille 4,13004,"Appartement T3 avec Balcon. Marseille 4E Marechal Foch - Cinq Avenues, dans bel immeuble ancien avec ascenseur, appartement Type 3 de 51 m2 traversant Nord/Sud, séjour avec cuisine US équipée, deux chambres dont une côté cour au calme absolu avec balcon, salle d'eau, wc indépendant.",orpi
vente,Appartement,248700.0,52.0,2.0,,Noisy,93160,"Spacieux 2 pièces Proche RER A. Nouveauté Orpi ! A moins de 15 minutes à pied de la station RER A Noisy Champs et du futur Grand Paris Express, venez découvrir ce spacieux et lumineux 2 pièces situé au 4ème et dernier étage avec ascenseur. Il se compose d'une entrée avec un grand placard, une pièce à vivre de 26 m² ouverte sur un balcon exposé plein sud, une cuisine ouverte, aménagée et équipée, une chambre de plus de 12m², une salle de bains ainsi qu'un WC séparé. L'appartement dispose également d'un box et une cave en sous sol.",orpi
vente,Appartement,245000.0,51.0,2.0,,Montigny-le-bretonneux,78180,,entreparticuliers
vente,Appartement,244000.0,66.0,3.0,2.0,Saint-denis,93200,"Saint-Denis centre piéton sur petite cour arborée et pavée très calme. A 2 min rue piétonne et commerces ,5 min METRO et tramway.  Petit immeuble de deux niveaux plus combles comprenant 6...",pap
vente,Appartement,240000.0,44.0,2.0,1.0,Sartrouville,78500,"Situé à Sartrouville, dans un immeuble récent de 3 étages (construit par Bouygues), **beau 2 pièces de 44 m² en rez-de-jardin.**avec parking sous-sol (possibilité de le transformer en box).  L'entrée...",pap
vente,Appartement,233000.0,51.0,2.0,,Le Cannet,6110,"LE CANNET MAIRIE / QUARTIER DOLCE FARNIENTE – 2 PIECES DE 51 M² EXPOSÉ SUD/EST + PARKING EN SOUS-SOL + LOGGIA / TERRASSE DE 11M². Dans un quartier recherché pour sa tranquillité et sa proximité avec Cannes, venez découvrir ce 2 pièces traversant de 51 m² bénéficiant d’une terrasse / loggia de 11 m² exposée sud-est.",orpi
vente,Appartement,230000.0,55.0,2.0,,Caissargues,30132,"Situé au sein d’une résidence haut de gamme, sécurisée avec ascenseur, découvrez ce superbe appartement de 55 m² offrant des prestations contemporaines et une atmosphère sereine.",orpi
vente,Appartement,230000.0,22.0,2.0,1.0,Paris,75010,"Appartement lumineux traversant orienté Sud Comprenant : Entrée couloir  1 salle séjour équipé 1 canapé lit confortable, armoires de rangement  ,1 table en verre ,4 chaises. Chauffage électrique bain...",pap
vente,Appartement,229500.0,82.0,4.0,,Auzeville-tolosane,31320,,entreparticuliers
vente,Appartement,220000.0,44.0,2.0,,Le Gosier,97190,,orpi
vente,Appartement,219300.0,19.0,1.0,,Paris,75017,"Studio 1 pièce 19 m² Studio de Standing avec Vue Dégagée - Prêt à Emménager. Découvrez ce charmant studio de 18,81 m², niché au 7ᵉ étage d'un immeuble de caractère datant de 1900, entièrement rénové...",pap
vente,Appartement,218000.0,25.5,1.0,1.0,Paris,75020,"Studio avec cave – Paris 20e (rue Le Bua)  Paris 20e – Rue Le Bua, dans une rue calme du quartier Saint-Fargeau (Pelleport)  Charmant studio en souplex de 25,5 m², en très bon état, donnant sur le...",pap
vente,Appartement,215000.0,49.0,3.0,2.0,Séné,56860,Église de **Séné**  3 pièces **hyper lumineux** juste au-dessus du fleuriste 2 chambres en 1ᵉʳ Étage dans petite copro dont cette entrée ne dessert que 3 appartements.  A 3 km du port de **Vannes**...,pap
vente,Appartement,209000.0,61.0,3.0,,Chelles,77500,"Appartement À Vendre. COUP DE COEUR POUR CET APPARTEMENT 3 PIECES de 60.50 m² en DUPLEX : Entrée , placard , cuisine ouverte sur le séjour lumineux 31 m²sans vis à vis , à l'étage 2 chambres , salle d'eau et WC. Place de parking couverte , cave et une place de parking intérieur.",orpi
vente,Appartement,209000.0,46.0,2.0,1.0,Toulouse,31000,"Appartement de Standing avec Balcon et Garage – 46 m² – Toulouse  ​Vivez le confort dans une résidence de standing très bien entretenue et calme. Situé dans un étage élevé, cet appartement lumineux...",pap
vente,Appartement,208000.0,27.0,1.0,,Lilas,93260,"Studio 27 m² avec cave. Les Lilas. Proche métro. Idéal premier achat ou investissement.  Découvrez ce **studio lumineux de 27 m²** en rez-de-chaussée surélevé, situé dans une résidence bien...",pap
vente,Appartement,204000.0,42.0,2.0,1.0,Herblay,95220,"Centre-ville Herblay – T2 42 m² refait à neuf – 2 parkings – cave – DPE :  C  Très bel appartement 2 pièces de 42 m² entièrement refait à neuf, situé au 1er étage avec ascenseur d’une résidence...",pap
vente,Appartement,199000.0,55.0,3.0,,Marseille 8,13008,"Situé au troisième et dernier étage, un appartement de type 3 vue dégagée parfait ensoleillement et calme absolu.",orpi
vente,Appartement,199000.0,19.0,1.0,,Paris,75010,"Proche canal saint martin,métro colonel fabien premier étage sur jardin,calme. 19 m2 bien distribué sans perte de place.  Cuisinette séparée (frigo,plaque ) Salle d'eau avec branchement machine à...",pap
vente,Appartement,198800.0,81.0,3.0,,La Verpillière,38290,"Appartement T3 – 80,97 m² – Centre de La Verpillière. Situé au cœur de La Verpillière, à proximité immédiate des commerces, écoles et transports, venez découvrir cet appartement T3 de 80,97 m².",orpi
vente,Appartement,191000.0,110.0,4.0,,Cervione,20221,,entreparticuliers
vente,Appartement,190000.0,22.0,1.0,,Paris,75018,"**Studio lumineux de 22 m² – Quartier Clignancourt / Jules Joffrin**  Situé dans une rue calme à proximité immédiate des métros Clignancourt (ligne 4) et Jules Joffrin (ligne 12), ainsi que du...",pap
vente,Appartement,186000.0,39.0,2.0,,Avignon,84000,,entreparticuliers
vente,Appartement,179500.0,58.0,3.0,,Castanet,31320,"Coquet appartement 3 pièces au dernier étage avec ASCENSEUR, terrasse et deux places de parking.",orpi
vente,Appartement,170000.0,17.8,1.0,,Paris,75020,"Charmant studio meublé 17,8 m² – lumineux et cosy – entièrement rénové en 2025 -Paris 20è  À vendre, studio meublé de 17,8 m² plein de charme, idéalement situé rue du Capitaine Ferber, près de la...",pap
vente,Appartement,169000.0,55.0,3.0,,Miramas,13140,RARE T3 Dernier étage – Terrasse plein sud – Parking – Résidence récente sécurisée.. ️ Coup de cœur assuré !,orpi
vente,Appartement,169000.0,52.0,2.0,,Choisy,94600,,orpi
